序号,岗位类别,岗位名称,薪酬,地点,学历要求,经验要求,企业名称,企业规模,所属地域,所属行业,岗位职责,岗位要求
26,软件开发工程师,深蓝汽车-前端开发工程师(J19851),10-20k·15薪,重庆-渝北区,3-5年-统招本科-Vue-后端开发-localStorage,3-5年-统招本科-Vue-后端开发-localStorage,重庆长安新能源,新能源汽车-融资未公开-1000-2000人,重庆-渝北区,新能源汽车-融资未公开-1000-2000人,"职责描述：
1、负责车联网大数据平台的前端修改调试和开发工作；
2、与设计、产品紧密结合，能够实现产品经理的设计想法；
3、与后端开发团队紧密联系，确保代码有效对接，优化网站前端性能；
4、页面通过标准校验，兼容各主流浏览器，按时按质完成产品开发，确保产品的上线；
","任职要求：
1.招聘对象：全日制普通高校本科及以上，3年以上工作经验
2.专业要求：计算机科学与技术、软件工程、信息工程等相关专业优先
3.英语水平：本科通过CET-4，硕士通过CET-6
4.技能要求：
  1)熟练掌握Swiper/Animate等ui动效库和来完成移动/PC端兼容和交互。
  2)能够掌握各种本地cookie以及session/localstorage存储方式。
  3)熟悉移动端页面的开发，并掌握若干种响应式布局方式（rem/vm）。
  4)熟悉掌握使用Vue以及相应的element-ui（plus）/ vant/mint-ui/muse-ui框架编写pc端和移动端项目。
  5)熟练掌握scui后台开源管理系统（当前新系统的基础框架）。
  6)灵活使用vue-cli项目脚手架进行组件化开发，可以自己进行代理，制定规范接口文档，写好项目mock数据，封装请求，实现数据可视化。
  7)掌握微信小程序开发。
  8)有良好的代码书写、注释和单元测试习惯，熟练运用多种设计模式以及使用git做一些规范的代码管理。
  9)熟悉百度/高德地图api，echart，阿里antv图表库以及制作使用其矢量图标库。
  10)了解Nginx的基本配置，可将其用到实际项目中解决代理，静态资源处理以及同一服务器上布置不同系统等。"
27,软件开发工程师,资深数字IC设计工程师,30-60k·14薪,北京,3-5年-统招本科,3-5年-统招本科,某北京电子/半导体/集成电路公司,电子/半导体/集成电路-B轮-50-99人,北京,电子/半导体/集成电路-B轮-50-99人,"岗位职责：
1. 根据 Spec 要求提出模块实现方案；
2. 开发 Matlab/C/Python 模型；
3. 模块的 RTL 开发;
4. 编写设计文档；
5. 调试 FPGA 原型和效果演示；
","任职要求：
1. 相关工作经验3年以上，本科及以上学历；
2. 熟悉Verilog，SystemVerilog，C，Python，Matlab语言；
3. 熟悉VCS, VERDI，DC 等前端工具及流程；
4. 具有良好的沟通能力和团队合作能力。
5. 具有以下一项或多项经验
    1) 熟悉CMOS模拟电路原理
    2) 熟悉数字滤波器，Delta-Sigma调制解调等数字信号处理方法
    3) 熟悉图像处理与图像压缩算法
    4) 熟悉USB2/3/4，HDMI，DisplayPort等高速传输协议
    5) 熟悉加密与数字签名算法
    6) 熟悉RISCV ISA，gcc toolchain, 具有搭建和调试SOC中的CPU子系统经验"
28,软件开发工程师,WEB前端工程师,7-15k·13薪,北京-西城区,经验不限-大专-WEB前端,经验不限-大专-WEB前端,光谷动力科技,科技推广服务-100-499人,北京-西城区,科技推广服务-100-499人,"岗位职责
1.负责开发和迭代web、pc端及html5页面
2.参与公司核心产品设计，对前端样式进行研讨

","岗位要求：
1.热爱工作
2.掌握html5+css+javascript,前端开发技术
3.掌握Vue、React等MVC、MVVM前端开发模型
4.热爱计算机及互联网技术，具备优秀的学习及自我管理能力"
29,软件开发工程师,Java 前端开发工程师岗位,4-9k,青岛-李沧区,经验不限-学历不限-JAVA前端,经验不限-学历不限-JAVA前端,青岛永创信息技术有限公司,计算机软件-50-99人,青岛-李沧区,计算机软件-50-99人,"【岗位职责】
1.负责系统前端开发；
2.参与搭建数据展示平台web服务器；
3.参与讨论产品需求的技术解决方案；
4.根据开发规范与流程在产品框架基础上独立完成模块的设计、编码、测试以及相关文档；
5.能独立解决开发中遇到的难点问题。
【","岗位要求】
1.计算机相关专业；
2.熟悉软件技术文档的编写，熟悉软件代码规范，具备良好的文档编制习惯和代码书写规范；
3.熟悉Javascript/CSS及主流前端类库、框架、工具；
4.熟悉VUE.js 、ES6、CSS3等新技术，对JS新特性、响应式布局等使用经验者优先；
5.熟悉Echart、Superset等可视化库并有相关经验者优先；
6.熟悉常用的Web开发技术，Web框架、HTTP/HTTPS协议、Web安全等；
7.良好的沟通理解能力和团队合作意识。"
30,软件开发工程师,Web前端工程师,27-45k,上海-徐汇区,5-10年-统招本科-前端开发-ElementUI-Vue-Node.js-React-移动开发-Angular-Javascript-iOS,5-10年-统招本科-前端开发-ElementUI-Vue-Node.js-React-移动开发-Angular-Javascript-iOS,商汤科技SenseTime,计算机软件-港股上市-2000-5000人,上海-徐汇区,计算机软件-港股上市-2000-5000人,"职责描述:
负责用户界面开发

","任职要求:
1. 5年或以上Web前端开发经验；
2. 精通HTML5/CSS3/JS/ES6等语言，熟悉前端开发规范和W3C标准
3. 熟悉常用UI框架，如bootstrap、element ui等
4. 熟悉数据可视化库，如ECharts/D3.js/HighCharts等
5. 熟悉常见JavaScript框架，如React/Vue/Angular框架
6. 熟悉Node.js，Webpack，Babel，yarn等构建工具的使用，具有前端工程、模块化、组件化的经验
7. 熟悉浏览器机制，前端渲染机制，有着丰富的多浏览器兼容优化经验
8. 负责或参与过NLP相关产品前端的经验优先
9. 具有人工智能或相关行业经验或者有大型机器学习平台前端开发经验优先
10. 有移动端iOS，Android平台或者小程序开发经验者优先"
31,软件开发工程师,ASIC设计工程师,40-70k·16薪,南京,3-5年-本科-ASIC芯片-RDMA-芯片设计-网卡芯片,3-5年-本科-ASIC芯片-RDMA-芯片设计-网卡芯片,某知名电子/半导体/集成电路公司,电子/半导体/集成电路-A轮-100-499人,南京,电子/半导体/集成电路-A轮-100-499人,"岗位职责：
1.负责ASIC的架构和详细设计，包括逻辑设计、硬件描述语言（HDL）编写和仿真。
2.与硬件设计团队密切合作，以满足性能、功耗、面积和成本等目标。
参与芯片测试计划的制定和执行，包括功能验证、性能测试和可靠性测试。
3.与软件和固件工程师紧密合作，确保芯片的功能和性能得到充分发挥。
4.支持产品发布前的客户培训和技术支持。
","任职要求：
1.985/211本科及以上学历，计算机、电子、通信及相关专业毕业。
2.3年以上数字电路设计经验，精通ASIC前端设计开发流程，有参与大型ASIC项目经历优先。
3.熟练掌握vcs/verdi/Questsim等仿真验证工具。
4.掌握脚本语言python, shell, perl技能者优先。
5.有网络或者存储业务领域ASIC设计开发经验，拥有网卡芯片设计经验者优先。"
32,软件开发工程师,WEB前端工程师,25-35k,上海-静安区,3-5年-统招本科-Vue-React-Angular-前端开发-Ant Design-银行领域,3-5年-统招本科-Vue-React-Angular-前端开发-Ant Design-银行领域,兴业银行股份有限公司上海分行,银行-融资未公开-5000-10000人,上海-静安区,银行-融资未公开-5000-10000人,"【岗位职责】 
1. 负责企金、零售、同业客户端以及行内管理端系统的前端开发（含微信小程序、PC应用、H5页面、网页等），深入理解各类业务场景，具备用户视角和产品思维，注重产品目标和用户利益的双向满足，参与应用系统产品需求、视觉交互和用户体验的分析和评审。
2. 负责前端界面的设计开发，深入理解前端设计原理，结合需求场景，制定具有良好客户体验与视觉表现的前端界面解决方案。负责编写前端代码，负责数据交互、用户互动和动态信息展现。负责与产品经理、UI设计师、中后端研发人员良好协同，持续提升整体性能和用户体验。负责前端页面技术文档的编写与评审。


【","岗位要求】 
1. 年龄35周岁以下，全日制211院校本科及以上，计算机、电子信息、统计学、自动化等相关专业。
2. 精通HTML（H5）、DIV+CSS（CSS3）、JavaScript、TypeScript、Less或Sass等前端技术，熟悉Vue（2和3）、React、Angular等前端框架，熟悉ES6/ES7新特性，熟练使用AntDesign等常用UI设计组件，精准还原设计方案。具有良好的编程能力和编程习惯，有能力高质量地构建桌面和移动端WEB项目。
3. 熟悉Webpack、Gulp、Git等构建工具及其底层原理，熟悉后端开发过程/规范，熟悉Nodejs及NPM等管理工具，可编写简单的服务器端程序为前端提供接口，熟悉Linux日常的操作和常用服务，有能力完成整个web项目的整体规划和构建。
4. 有数据可视化开发经验，特别是大屏经验，对于SVG、Canvas等有深入的了解，对于业界常用的框架如D3.js等有一定的掌握。
5. 有微信小程序开发经验者优先。"
33,软件开发工程师,前端开发工程师(J29153),12-25k·13薪,青岛-崂山区,3-5年-统招本科-前端开发-Vue-Vue.js-框架开发-框架设计-Node.js-ECMAScript 6-ECMAScript-PHP-Python,3-5年-统招本科-前端开发-Vue-Vue.js-框架开发-框架设计-Node.js-ECMAScript 6-ECMAScript-PHP-Python,青岛伟达智慧科技有限公司,计算机软件-100-499人,青岛-崂山区,计算机软件-100-499人,"职责描述：
1、负责海信海外电视产品中WEB产品的研发工作。
2、Web产品的性能优化、技术升级。
","任职要求：
1、计算机相关专业本科或以上学历，具备3年以上互联网前端开发经验。
2、前端基础扎实。对Vue.JS 框架有较深了解，熟悉前后端分离开发、熟悉web性能优化体验；熟悉其他前端框架亦可。
3、熟悉ES6等前端模块化知识；掌握自动化构建工具。
4、熟悉Linux系统常用操作及命令；有云上开发经验。
5、熟悉Node.js、Php、Jav a、Go、Python等一种以上后端知识优先。
6、技术视野广，有主导前端技术方案设计的能力和经验。
7、英语通过四级。"
34,软件开发工程师,前端开发工程师,10-20k,成都,经验不限-本科-前端开发-Vue-Node.js-移动开发-Electron-架构设计-ECMAScript 6-ECMAScript,经验不限-本科-前端开发-Vue-Node.js-移动开发-Electron-架构设计-ECMAScript 6-ECMAScript,完美世界,游戏-已上市-5000-10000人,成都,游戏-已上市-5000-10000人," 
工作职责：
1. 负责公司内部平台与业务系统的开发工作；
2. 主要负责Web端和桌面端开发，也会参与部分移动端开发。
 
","任职要求：
1. 相关前端开发工作经验3年及以上，计算机相关专业；
2. 精通WEB前端开发技术: JavaScript(含ES6)、HTML、CSS、DOM、协议、安全等；
3. 精通Vue(优先)、React、Angular三大框架中的一种或多种，并有实际项目应用经验；
4. 熟练掌握常用数据结构、算法和设计模式，有良好的代码架构设计能力；
5. 开放的学习心态，愿意学习和应用新知识、新技术去解决问题。
 
加分项：
1. 熟悉Electron和NodeJS；
2. 有React Native或Flutter开发经验

"
35,软件开发工程师,前端研发工程师(J10704),11-18k·13薪,青岛-崂山区,3-5年-本科-前端开发-后端开发,3-5年-本科-前端开发-后端开发,特来电,互联网-2000-5000人,青岛-崂山区,互联网-2000-5000人,"职责描述：
1、根据产品经理、需求分析人员的设计要求，完成前端页面的开发，交付高质量代码。
2、配合后端开发人员完成前后端的交互设计和联调工作。
3、按照研发过程管理的规范要求，按计划完成日常交代的工作。
","任职要求：
1、计算机、软件类相关专业专科以上学历，两年以上Web前端开发经验
2、精通HTML/XHTML"
